conversation_index,question
1298,"Question: Khedem 3andi chedneeh yesre9 fi flous mel caisse. Kifech ntardou w est-ce que na3tih préavis walla toul yhez rouhou w yomkhen?

Documents pertinents:
[1] Source: article 14 quater du Code du Travail
La faute grave est considérée comme l’une des causes réelles et sérieuses justifiant le licenciement. Peuvent être considérés comme fautes graves... : 6) le vol ou l’utilisation par le travailleur, pour son propre intérêt ou pour celui d’une tierce personne, de fonds, de titres ou d’objets qui lui sont confiés en raison du poste de travail qu’il occupe..."
1299,"Question: Mon employeur me demande de payer la totalité de ma tenue de travail. Est-ce légal et que doit-il me fournir exactement chaque année ?

Documents pertinents:
[1] Source: article 333 du Code du Travail
Dans toutes les activités où les salariés sont soumis à la législation du travail, les employeurs doivent fournir à chaque membre de leur personnel permanent, le 1er mai de chaque année, deux complets de travail, deux chemises, une paire de chaussures et un couvre-chef du modèle couramment admis dans la profession. Les frais occasionnés par ces fournitures sont supportés moitié par l'employeur, moitié par le salarié, au moyen de retenues sur son salaire, échelonnées sur quatre mois au moins."
1300,"Question: L'inspecteur du travail a-t-il le droit de pénétrer dans mon usine à minuit sans m'avertir au préalable ?

Documents pertinents:
[1] Source: article 174 du Code du Travail
Les agents chargés de l'Inspection du Travail, munis d'une pièce justificative de leurs fonctions, sont autorisés : 1) à pénétrer librement sans avertissement préalable, à toute heure du jour et de la nuit, dans tout établissement assujetti au contrôle de l'inspection..."
1301,"Question: Notre syndicat et la direction ont soumis notre conflit collectif à l'arbitrage. Quel est le délai accordé au Conseil d'Arbitrage pour rendre sa décision finale ?

Documents pertinents:
[1] Source: article 385 bis du Code du Travail
Les sentences arbitrales sont rendues dans un délai ne dépassant pas 10 jours à partir de la date de soumission du dossier du conflit au Conseil d'Arbitrage. La sentence arbitrale est rendue à la majorité des voix... Des copies de la sentence arbitrale sont notifiées aux parties au conflit dans un délai de 24 heures après son prononcé."
1302,"Question: Je souhaite embaucher un ingénieur étranger dans mon entreprise en Tunisie. Quelle est la durée maximale de son contrat de travail et puis-je le renouveler indéfiniment ?

Documents pertinents:
[1] Source: article 258-2 du Code du Travail
Tout étranger, qui veut exercer en Tunisie un travail salarié... doit être muni d'un contrat de travail et d'une carte de séjour... Le contrat de travail est conclu pour une durée n'excédant pas une année renouvelable une seule fois. Toutefois, le contrat de travail peut être renouvelé plus d'une fois lorsqu'il s'agit d'emploi d'étrangers dans leurs entreprises exerçant en Tunisie dans le cadre de la réalisation de projets de développement agréés par les autorités compétentes."
1303,"Question: Les employés d'un service public hospitalier sont en grève et paralysent les urgences. L'État peut-il les forcer à reprendre le travail, et que risquent-ils s'ils refusent ?

Documents pertinents:
[1] Source: article 389 du Code du Travail
La réquisition de l'entreprise ou de son personnel peut être décidée par décret lorsqu'une grève ou un lock-out décidé ou déclenché est de nature à porter atteinte au fonctionnement normal d'un service essentiel. La réquisition est notifiée individuellement aux intéressés...

[2] Source: article 390 du Code du Travail
Quiconque n'aura pas déféré aux mesures de réquisition sera passible d'un emprisonnement d'un mois à un an et d'une amende de cent à cinq cents dinars ou de l'une de ces deux peines seulement. En cas de récidive, ces peines sont portées au double."
1304,"Question: Un travailleur de nationalité étrangère peut-il faire partie de la direction d'un syndicat professionnel en Tunisie ?

Documents pertinents:
[1] Source: article 251 du Code du Travail
Les membres de tout syndicat professionnel, chargés de l'administration ou de la direction de ce syndicat, doivent être de nationalité tunisienne, originaire ou acquise depuis au moins cinq ans... Toutefois, des étrangers peuvent être désignés ou élus à un poste d'administration ou de direction d'un syndicat à condition d'avoir obtenu l'agrément du Secrétaire d'Etat à la Jeunesse, aux Sports et aux Affaires Sociales, 15 jours au moins avant la constitution du syndicat ou le renouvellement du conseil d'administration..."
1305,"Question: Ma société est considérée comme un établissement dangereux de deuxième catégorie. Quel est le montant exact en dinars de la taxe de contrôle et de surveillance que je dois payer annuellement ?

Documents pertinents:
[1] Source: article 313 du Code du Travail
Tout établissement actif ou en service, classé dans l'une des catégories, est assujetti au paiement d'une taxe annuelle de contrôle et de surveillance dont le taux et les modalités de perception sont fixés par une loi."
1306,"Question: J'ai été décoré de la Médaille du Travail au 1er échelon (médaille de vermeil) après 25 ans de service. Quel est le montant de la prime financière qui accompagne cette médaille selon le Code du Travail ?

Documents pertinents:
Le document fourni est le Code du Travail (Livre VII, Chapitre XIX - Médaille du Travail)."
1307,"Question: Je veux attaquer mon employeur aux Prud'hommes suite à un conflit. Le siège de l'entreprise est à Tunis, mais je travaille de chez moi (télétravail à Bizerte). Devant quel Conseil de Prud'hommes dois-je déposer ma plainte ?

Documents pertinents:
[1] Source: article 214 du Code du Travail
Les conflits sont portés devant le conseil de prud'hommes dans le ressort duquel est située l'entreprise où le travail est effectué. En cas d'exécution du travail en dehors de l'entreprise, le conflit est porté devant le conseil de prud'hommes dans le ressort duquel se situe le lieu du domicile du travailleur. Le travailleur peut dans tous les cas introduire l'action devant le conseil de prud'hommes du lieu où le contrat de travail a été conclu."
1308,"Question: Mes collègues et moi souhaitons fonder un syndicat professionnel pour défendre notre métier. Quelle est la procédure légale de dépôt du dossier de constitution ?

Documents pertinents:
[1] Source: article 250 du Code du Travail
Les fondateurs de tout syndicat professionnel doivent, dès sa constitution, déposer ou adresser, par pli recommandé avec accusé de réception, en cinq exemplaires, au siège du Gouvernorat ou de la Délégation dans laquelle se trouve son siège :
1) ses statuts;
2) la liste complète des personnes chargées à un titre quelconque de son administration ou de sa direction. Cette liste indique les nom, prénom, nationalité, filiation, date et lieu de naissance, profession et domicile des intéressés.
Un exemplaire de tous ces documents est conservé au siège du Gouvernorat..."
1309,"Question: ما هي أيام الأعياد التي تعتبر قانونا أيام عطلة خالصة الأجر حسب مجلة الشغل التونسية؟

Documents pertinents:
[1] Source: الفصل 445 من مجلة الشغل
Sont jours fériés payés, le 14 janvier, le 20 mars, le 1er mai, le 25 juillet, le jour de l'aïd El Fitr et le jour de l'aïd El Idha."
1310,"Question: هل يحق لمجلس عرفاء الشغل (Prud'hommes) النظر في جميع القضايا العمالية بما فيها حوادث الشغل والضمان الاجتماعي؟

Documents pertinents:
[1] Source: الفصل 183 من مجلة الشغل
Les conseils de prud'hommes ont pour attributions de résoudre les conflits individuels qui peuvent surgir entre les parties contractantes à l'occasion de l'exécution des contrats de travail... Cependant, ils ne peuvent connaître des actions fondées sur des accidents du travail et des maladies professionnelles ainsi que des litiges relatifs aux régimes de sécurité sociale."
1311,"Question: لقد أبرمت عقد تدريب مهني (apprentissage) مع شاب منذ شهر ونصف، هل يمكنني فسخ العقد الآن دون دفع تعويض؟ وماذا لو استمر العقد وأراد المتدرب الزواج لاحقاً؟

Documents pertinents:
[1] Source: الفصل 349 من مجلة الشغل
Les deux premiers mois de l'apprentissage sont considérés comme un temps d'essai, pendant lequel le contrat peut être annulé par la volonté de l'une des parties. Dans ce cas, aucune indemnité n'est due à l'une ou l'autre partie, à moins de convention écrite expresse.

[2] Source: الفصل 351 من مجلة الشغل
Le contrat peut être résilié sur accord des parties ou à la demande de l'une d'elles : ... 8) dans le cas ou l'apprenti viendrait à contracter mariage et sur sa demande."
